phenocode,name,category,num_cases,num_controls,path_bucket,path_https
H8_EXTERNAL,Diseases of external ear,VIII Diseases of the ear and mastoid process (H8_),8582,333917,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_EXTERNAL.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_EXTERNAL.gz
H8_EXTOTITIS,Otitis externa,VIII Diseases of the ear and mastoid process (H8_),5575,333917,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_EXTOTITIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_EXTOTITIS.gz
H8_HL_CON_NAS,"Conductive hearing loss, unspecified",VIII Diseases of the ear and mastoid process (H8_),2156,302750,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_HL_CON_NAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_HL_CON_NAS.gz
H8_HL_DEAFMUT,"Deaf mutism, not elsewhere classified",VIII Diseases of the ear and mastoid process (H8_),132,302750,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_HL_DEAFMUT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_HL_DEAFMUT.gz
H8_HL_IDIOP,Sudden idiopathic hearing loss,VIII Diseases of the ear and mastoid process (H8_),2549,302750,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_HL_IDIOP.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_HL_IDIOP.gz
H8_HL_MIX_NAS,Mixed conductive and sensorineural hearing loss,VIII Diseases of the ear and mastoid process (H8_),3184,302750,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_HL_MIX_NAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_HL_MIX_NAS.gz
H8_HL_NAS,Other specified/unspecified hearing loss,VIII Diseases of the ear and mastoid process (H8_),1880,302750,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_HL_NAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_HL_NAS.gz
H8_HL_PRESBY,Presbycusis,VIII Diseases of the ear and mastoid process (H8_),3637,302750,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_HL_PRESBY.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_HL_PRESBY.gz
H8_HL_SEN_NAS,Sensorineural hearing loss,VIII Diseases of the ear and mastoid process (H8_),28310,302750,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_HL_SEN_NAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_HL_SEN_NAS.gz
H8_INNERNAS,Other specified/unspecified diseases of inner ear,VIII Diseases of the ear and mastoid process (H8_),106,326479,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_INNERNAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_INNERNAS.gz
H8_MASTACU,Acute mastoiditis,VIII Diseases of the ear and mastoid process (H8_),223,320335,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_MASTACU.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_MASTACU.gz
H8_MASTCHRON,Chronic mastoiditis,VIII Diseases of the ear and mastoid process (H8_),679,320335,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_MASTCHRON.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_MASTCHRON.gz
H8_MASTNAS,Other/unspecified mastoiditis and related conditions,VIII Diseases of the ear and mastoid process (H8_),115,320335,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_MASTNAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_MASTNAS.gz
H8_MED_SUPP,Suppurative and unspecified otitis media,VIII Diseases of the ear and mastoid process (H8_),12965,320335,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_MED_SUPP.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_MED_SUPP.gz
H8_MENIERE,Ménière disease,VIII Diseases of the ear and mastoid process (H8_),2485,326479,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_MENIERE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_MENIERE.gz
H8_MIDDLEADDH,Adhesive middle ear disease,VIII Diseases of the ear and mastoid process (H8_),396,320335,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_MIDDLEADDH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_MIDDLEADDH.gz
H8_MIDDLEMASTOID,Diseases of middle ear and mastoid,VIII Diseases of the ear and mastoid process (H8_),22164,320335,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_MIDDLEMASTOID.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_MIDDLEMASTOID.gz
H8_MYRINGACU,Acute myringitis,VIII Diseases of the ear and mastoid process (H8_),148,320335,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_MYRINGACU.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_MYRINGACU.gz
H8_MYRINGCHRON,Chronic myringitis,VIII Diseases of the ear and mastoid process (H8_),94,320335,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_MYRINGCHRON.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_MYRINGCHRON.gz
H8_NOISEINNER,Noise effects on inner ear,VIII Diseases of the ear and mastoid process (H8_),925,326479,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_NOISEINNER.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_NOISEINNER.gz
H8_NONSUPPNAS,Nonsuppurative otitis media,VIII Diseases of the ear and mastoid process (H8_),7442,320335,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_NONSUPPNAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_NONSUPPNAS.gz
H8_OTALGIA,Otalgia,VIII Diseases of the ear and mastoid process (H8_),1695,302750,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_OTALGIA.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_OTALGIA.gz
H8_OTHEREAR,Other disorders of ear,VIII Diseases of the ear and mastoid process (H8_),39749,302750,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_OTHEREAR.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_OTHEREAR.gz
H8_OTHHEARINGLOSS,Other hearing loss,VIII Diseases of the ear and mastoid process (H8_),7848,302750,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_OTHHEARINGLOSS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_OTHHEARINGLOSS.gz
H8_OTIMEDNAS,"Otitis media, unspecified",VIII Diseases of the ear and mastoid process (H8_),3180,320335,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_OTIMEDNAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_OTIMEDNAS.gz
H8_OTORRHAGIA,Otorrhagia,VIII Diseases of the ear and mastoid process (H8_),123,302750,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_OTORRHAGIA.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_OTORRHAGIA.gz
H8_OTOSCLE,Otosclerosis,VIII Diseases of the ear and mastoid process (H8_),2077,326479,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_OTOSCLE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_OTOSCLE.gz
H8_PERCHRONDR,Perichondritis of external ear,VIII Diseases of the ear and mastoid process (H8_),382,333917,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_PERCHRONDR.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_PERCHRONDR.gz
H8_PERFORATION,Perforation of tympanic membrane,VIII Diseases of the ear and mastoid process (H8_),2515,320335,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_PERFORATION.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_PERFORATION.gz
H8_PERIPHVERTIGO,Other peripheral vertigo,VIII Diseases of the ear and mastoid process (H8_),2210,326479,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_PERIPHVERTIGO.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_PERIPHVERTIGO.gz
H8_POSTMASTCHOLEASTOMA,Recurrent cholesteatoma of postmastoidectomy cavity,VIII Diseases of the ear and mastoid process (H8_),85,302750,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_POSTMASTCHOLEASTOMA.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_POSTMASTCHOLEASTOMA.gz
H8_POSTMASTNAS,Other disorders following mastoidectomy,VIII Diseases of the ear and mastoid process (H8_),86,302750,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_POSTMASTNAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_POSTMASTNAS.gz
H8_POSTOP,"Postprocedural disorders of ear and mastoid process, not elsewhere classified",VIII Diseases of the ear and mastoid process (H8_),198,302750,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_POSTOP.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_POSTOP.gz
H8_STENOEXTCAN,Acquired stenosis of external ear canal,VIII Diseases of the ear and mastoid process (H8_),184,333917,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_STENOEXTCAN.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_STENOEXTCAN.gz
H8_SUP_ACUTE,Acute suppurative otitis media,VIII Diseases of the ear and mastoid process (H8_),8824,320335,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_SUP_ACUTE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_SUP_ACUTE.gz
H8_SUP_OTINAS,"Suppurative otitis media, unspecified",VIII Diseases of the ear and mastoid process (H8_),637,320335,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_SUP_OTINAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_SUP_OTINAS.gz
H8_TINNITUS,Tinnitus,VIII Diseases of the ear and mastoid process (H8_),6264,302750,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_TINNITUS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_TINNITUS.gz
H8_VERTIGO,Disorders of vestibular function (Vertigo),VIII Diseases of the ear and mastoid process (H8_),13067,326479,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_VERTIGO.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_VERTIGO.gz
H8_VERTIGOCENT,Vertigo of central origin,VIII Diseases of the ear and mastoid process (H8_),338,326479,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_VERTIGOCENT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_VERTIGOCENT.gz
H8_VESTIBNEUR,Vestibular neuronitis,VIII Diseases of the ear and mastoid process (H8_),2093,326479,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_VESTIBNEUR.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_VESTIBNEUR.gz
H8_VESTIFUNCNAS,Other/unspecified disorders of vestibular function,VIII Diseases of the ear and mastoid process (H8_),761,326479,gs://finngen-public-data-r8/summary_stats/finngen_R8_H8_VESTIFUNCNAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_H8_VESTIFUNCNAS.gz
HERING_BILATERAL,"Inguinal hernia, bilateral",XI Diseases of the digestive system (K11_),2692,293793,gs://finngen-public-data-r8/summary_stats/finngen_R8_HERING_BILATERAL.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_HERING_BILATERAL.gz
HERING_UNILATERAL,"Inguinal hernia, unilateral",XI Diseases of the digestive system (K11_),631,293793,gs://finngen-public-data-r8/summary_stats/finngen_R8_HERING_UNILATERAL.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_HERING_UNILATERAL.gz
HLP_C3_ALL,Acute lymphocytic leukaemia,"II Neoplasms, from cancer register (ICD-O-3)",164,259583,gs://finngen-public-data-r8/summary_stats/finngen_R8_HLP_C3_ALL.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_HLP_C3_ALL.gz
HLP_C3_AML,Acute myeloid leukaemia,"II Neoplasms, from cancer register (ICD-O-3)",199,259582,gs://finngen-public-data-r8/summary_stats/finngen_R8_HLP_C3_AML.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_HLP_C3_AML.gz
HLP_C3_CLL,Chronic lymphocytic leukaemia,"II Neoplasms, from cancer register (ICD-O-3)",500,259580,gs://finngen-public-data-r8/summary_stats/finngen_R8_HLP_C3_CLL.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_HLP_C3_CLL.gz
HLP_C3_DLBCL,Diffuse large B-cell lymphoma,"II Neoplasms, from cancer register (ICD-O-3)",780,259583,gs://finngen-public-data-r8/summary_stats/finngen_R8_HLP_C3_DLBCL.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_HLP_C3_DLBCL.gz
HYPOTE_DRUGS,Hypotension due to drugs,IX Diseases of the circulatory system (I9_),297,342202,gs://finngen-public-data-r8/summary_stats/finngen_R8_HYPOTE_DRUGS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_HYPOTE_DRUGS.gz
HYPOTHY_REIMB,"Hypothyroidism, drug reimbursement","IV Endocrine, nutritional and metabolic diseases (E4_)",10943,81899,gs://finngen-public-data-r8/summary_stats/finngen_R8_HYPOTHY_REIMB.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_HYPOTHY_REIMB.gz
I9_ABAORTANEUR,Abdominal aortic aneurysm (AAA),IX Diseases of the circulatory system (I9_),3201,317899,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_ABAORTANEUR.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_ABAORTANEUR.gz
I9_AF,Atrial fibrillation and flutter,IX Diseases of the circulatory system (I9_),40594,168000,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_AF.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_AF.gz
I9_AF_REIMB,Atrial fibrillation and flutter with reimbursement,IX Diseases of the circulatory system (I9_),19945,168000,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_AF_REIMB.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_AF_REIMB.gz
I9_ANEURYSM,"Cerebral aneurysm, nonruptured",IX Diseases of the circulatory system (I9_),1788,312768,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_ANEURYSM.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_ANEURYSM.gz
I9_ANGINA,Angina pectoris,IX Diseases of the circulatory system (I9_),30670,285621,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_ANGINA.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_ANGINA.gz
I9_ANGIO,Coronary angioplasty,IX Diseases of the circulatory system (I9_),13507,285621,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_ANGIO.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_ANGIO.gz
I9_AORTANEUR,Aortic aneurysm,IX Diseases of the circulatory system (I9_),7603,317899,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_AORTANEUR.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_AORTANEUR.gz
I9_AORTDIS,Dissection of aorta,IX Diseases of the circulatory system (I9_),799,317899,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_AORTDIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_AORTDIS.gz
I9_AORTVALV_EARLY,"Aortic valve malfunction, age under 60 years",IX Diseases of the circulatory system (I9_),2355,340144,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_AORTVALV_EARLY.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_AORTVALV_EARLY.gz
I9_ARTEMBTHR,Arterial embolism and thrombosis,IX Diseases of the circulatory system (I9_),1546,317899,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_ARTEMBTHR.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_ARTEMBTHR.gz
I9_ARTEMBTHRLOW,Arterial embolism and thrombosis of lower extremity artery,IX Diseases of the circulatory system (I9_),874,317899,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_ARTEMBTHRLOW.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_ARTEMBTHRLOW.gz
I9_ARTEMBTHRNAS,Other arterial embolism and thrombosis,IX Diseases of the circulatory system (I9_),725,317899,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_ARTEMBTHRNAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_ARTEMBTHRNAS.gz
I9_ARTOTH,Other diseases of arteries and capillaries,IX Diseases of the circulatory system (I9_),2393,317899,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_ARTOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_ARTOTH.gz
I9_ATHSCLE,"Atherosclerosis, excluding cerebral, coronary and PAD",IX Diseases of the circulatory system (I9_),13434,317899,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_ATHSCLE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_ATHSCLE.gz
I9_AVBLOCK,AV-block,IX Diseases of the circulatory system (I9_),4820,237263,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_AVBLOCK.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_AVBLOCK.gz
I9_CABG,Coronary artery bypass grafting,IX Diseases of the circulatory system (I9_),9918,285621,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_CABG.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_CABG.gz
I9_CARDARR,Cardiac arrest,IX Diseases of the circulatory system (I9_),2107,168000,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_CARDARR.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_CARDARR.gz
I9_CARDMSEC,"Cardiomyopathies, Secondary/extrinsic",IX Diseases of the circulatory system (I9_),148,237263,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_CARDMSEC.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_CARDMSEC.gz
I9_CARDMYO,Cardiomyopathy,IX Diseases of the circulatory system (I9_),5344,237263,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_CARDMYO.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_CARDMYO.gz
I9_CARDMYOALC,Alcoholic cardiomyopathy,IX Diseases of the circulatory system (I9_),121,337155,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_CARDMYOALC.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_CARDMYOALC.gz
I9_CARDMYOHYP,"Cardiomyopathy, Hypertrophic obstructive",IX Diseases of the circulatory system (I9_),487,237263,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_CARDMYOHYP.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_CARDMYOHYP.gz
I9_CARDMYOINOTH,Cardiomyopathy in other diseases,IX Diseases of the circulatory system (I9_),106,237263,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_CARDMYOINOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_CARDMYOINOTH.gz
I9_CARDMYOOTH,"Cardiomyopathy, other and unspecified",IX Diseases of the circulatory system (I9_),2196,237263,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_CARDMYOOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_CARDMYOOTH.gz
I9_CARDMYORESTR,Restrictive cardiomyopathy,IX Diseases of the circulatory system (I9_),91,337155,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_CARDMYORESTR.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_CARDMYORESTR.gz
I9_CAVS_OPERATED,"Calcific aortic valvular stenosis, operated",IX Diseases of the circulatory system (I9_),8029,334470,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_CAVS_OPERATED.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_CAVS_OPERATED.gz
I9_CEREBATHER,Cerebral atherosclerosis,IX Diseases of the circulatory system (I9_),282,342217,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_CEREBATHER.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_CEREBATHER.gz
I9_CEREBDOTH,"Other specified cerebrovascular diseases, other cerebrovascular disorders in diseases classified elsewhere",IX Diseases of the circulatory system (I9_),1705,312768,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_CEREBDOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_CEREBDOTH.gz
I9_CHD,Major coronary heart disease event,IX Diseases of the circulatory system (I9_),39036,303463,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_CHD.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_CHD.gz
I9_CONDUCTIO,Conduction disorders,IX Diseases of the circulatory system (I9_),8709,237263,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_CONDUCTIO.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_CONDUCTIO.gz
I9_CORATHER,Coronary atherosclerosis,IX Diseases of the circulatory system (I9_),42421,285621,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_CORATHER.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_CORATHER.gz
I9_CVD_HARD,Hard cardiovascular diseases,,54574,287925,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_CVD_HARD.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_CVD_HARD.gz
I9_DISCER,"Dissection of cerebral arteries, nonruptured",IX Diseases of the circulatory system (I9_),158,312768,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_DISCER.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_DISCER.gz
I9_DISVEINLYMPH,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",IX Diseases of the circulatory system (I9_),47485,295014,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_DISVEINLYMPH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_DISVEINLYMPH.gz
I9_DVTANDPULM,DVT of lower extremities and pulmonary embolism,IX Diseases of the circulatory system (I9_),14827,327672,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_DVTANDPULM.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_DVTANDPULM.gz
I9_E_DRONE,Dronedarone medication,IX Diseases of the circulatory system (I9_),683,237263,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_E_DRONE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_E_DRONE.gz
I9_ENDOCARD,Endocarditis,IX Diseases of the circulatory system (I9_),840,237263,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_ENDOCARD.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_ENDOCARD.gz
I9_HEARTFAIL_ALLCAUSE,All-cause Heart Failure,IX Diseases of the circulatory system (I9_),23622,317939,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_HEARTFAIL_ALLCAUSE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_HEARTFAIL_ALLCAUSE.gz
I9_HEARTFAIL_AND_ANTIHYPERT,Heart failure and antihypertensive medication,,22560,168185,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_HEARTFAIL_AND_ANTIHYPERT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_HEARTFAIL_AND_ANTIHYPERT.gz
I9_HEARTFAIL_AND_CHD,Heart failure and coronary heart disease,,11423,303463,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_HEARTFAIL_AND_CHD.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_HEARTFAIL_AND_CHD.gz
I9_HEARTFAIL_AND_HYPERTCARDIOM,Heart failure and hypertrophic cardiomyopathy,,386,341561,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_HEARTFAIL_AND_HYPERTCARDIOM.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_HEARTFAIL_AND_HYPERTCARDIOM.gz
I9_HEARTFAIL_AND_OVERWEIGHT,Heart failure and bmi 25plus,,15007,141870,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_HEARTFAIL_AND_OVERWEIGHT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_HEARTFAIL_AND_OVERWEIGHT.gz
I9_HEARTFAIL_NS,"Heart failure, not strict",IX Diseases of the circulatory system (I9_),42620,299879,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_HEARTFAIL_NS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_HEARTFAIL_NS.gz
I9_HYPERTENC,Hypertensive encephalopathy,IX Diseases of the circulatory system (I9_),85,312768,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_HYPERTENC.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_HYPERTENC.gz
I9_HYPERTROCARDMYOP,Hypertrophic cardiomyopathy,IX Diseases of the circulatory system (I9_),938,341561,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_HYPERTROCARDMYOP.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_HYPERTROCARDMYOP.gz
I9_HYPOTE,Hypotension,IX Diseases of the circulatory system (I9_),3831,337807,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_HYPOTE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_HYPOTE.gz
I9_HYPTENS,Hypertension,IX Diseases of the circulatory system (I9_),98683,243756,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_HYPTENS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_HYPTENS.gz
I9_HYPTENSEC,Secondary hypertension,IX Diseases of the circulatory system (I9_),2323,168000,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_HYPTENSEC.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_HYPTENSEC.gz
